C:\Users\lees_\AppData\Local\Programs\Python\Python310\python.exe C:\Users\lees_\PycharmProjects\KFGNet\results.py
max_iter=39
C:\Users\lees_\PycharmProjects\KFGNet\model.py:343: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ..\torch\csrc\utils\tensor_new.cpp:248.)
  vmotion = torch.tensor(vmotion_list, dtype=torch.float32).to(device)
loss.mean() = 2.142463445663452, y_pred = [0.36040974 0.6395903 ], y_actual = tensor([1., 0.])
Epoch: 37, Total Loss: 21.427898406982422, Avg Loss: 0.5494332909584045
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch37.pth
max_iter=39
loss.mean() = 9.958446025848389e-05, y_pred = [1.00000000e+00 1.01412456e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.00015217065811157227, y_pred = [1.000000e+00 5.764847e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.00011020898818969727, y_pred = [1.000000e+00 7.660732e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.00012569129467010498, y_pred = [9.9999893e-01 1.0157019e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.000141829252243042, y_pred = [1.0000000e+00 4.0026357e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.0002648979425430298, y_pred = [1.0000000e+00 1.4159792e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.0011825808323919773, y_pred = [9.9989831e-01 1.0164369e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0004029099363833666, y_pred = [9.9981302e-01 1.8701066e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0002860426902770996, y_pred = [9.999994e-01 5.476310e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0007851115660741925, y_pred = [9.9935311e-01 6.4692367e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00040850043296813965, y_pred = [1.0000000e+00 3.9153552e-23], y_actual = tensor([1., 0.])
loss.mean() = 0.00023791193962097168, y_pred = [1.0000000e+00 8.7584773e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.000344008207321167, y_pred = [1.0000000e+00 2.1958411e-20], y_actual = tensor([1., 0.])
loss.mean() = 0.17453724145889282, y_pred = [0.8402045  0.15979554], y_actual = tensor([1., 0.])
loss.mean() = 1.0873539447784424, y_pred = [0.33719823 0.6628018 ], y_actual = tensor([1., 0.])
loss.mean() = 1.4188127517700195, y_pred = [0.24215123 0.75784874], y_actual = tensor([1., 0.])
loss.mean() = 0.0013517288025468588, y_pred = [9.997552e-01 2.447447e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0013587118592113256, y_pred = [9.9941766e-01 5.8230781e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.02718501165509224, y_pred = [0.0208819 0.9791181], y_actual = tensor([0., 1.])
loss.mean() = 0.21415799856185913, y_pred = [0.19264036 0.80735964], y_actual = tensor([0., 1.])
loss.mean() = 0.27615559101104736, y_pred = [0.2409423 0.7590577], y_actual = tensor([0., 1.])
loss.mean() = 1.1964577436447144, y_pred = [0.6974404  0.30255958], y_actual = tensor([0., 1.])
loss.mean() = 0.23303526639938354, y_pred = [0.20688207 0.7931179 ], y_actual = tensor([0., 1.])
loss.mean() = 0.0005169063806533813, y_pred = [9.999999e-01 9.916391e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.20187203586101532, y_pred = [0.1823679  0.81763214], y_actual = tensor([0., 1.])
loss.mean() = 0.23379166424274445, y_pred = [0.20821372 0.79178625], y_actual = tensor([0., 1.])
loss.mean() = 4.59925651550293, y_pred = [0.98993754 0.01006241], y_actual = tensor([0., 1.])
loss.mean() = 0.21538382768630981, y_pred = [0.19351743 0.8064826 ], y_actual = tensor([0., 1.])
loss.mean() = 0.24352321028709412, y_pred = [0.21590164 0.7840983 ], y_actual = tensor([0., 1.])
loss.mean() = 1.9680733680725098, y_pred = [0.86018854 0.13981144], y_actual = tensor([0., 1.])
loss.mean() = 0.04078172147274017, y_pred = [0.00241986 0.9975802 ], y_actual = tensor([0., 1.])
loss.mean() = 0.018680661916732788, y_pred = [1.1084538e-05 9.9998891e-01], y_actual = tensor([0., 1.])
loss.mean() = 7.9319748878479, y_pred = [9.9964058e-01 3.5941013e-04], y_actual = tensor([0., 1.])
loss.mean() = 0.9481142163276672, y_pred = [0.38790014 0.6120998 ], y_actual = tensor([1., 0.])
loss.mean() = 0.051538821309804916, y_pred = [0.95312345 0.04687662], y_actual = tensor([1., 0.])
loss.mean() = 0.0006251335144042969, y_pred = [1.0000000e+00 3.9885954e-28], y_actual = tensor([1., 0.])
loss.mean() = 0.00037832558155059814, y_pred = [1.00000e+00 6.05392e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.00015150010585784912, y_pred = [9.9999988e-01 1.6255089e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0006014184327796102, y_pred = [9.9963415e-01 3.6583809e-04], y_actual = tensor([1., 0.])
Epoch: 38, Total Loss: 21.090211868286133, Avg Loss: 0.5407746434211731
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch38.pth
max_iter=39
loss.mean() = 0.00012455880641937256, y_pred = [1.000000e+00 8.320819e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.00012132525444030762, y_pred = [1.0000000e+00 1.1718266e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.0001332312822341919, y_pred = [1.0000000e+00 1.7757735e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.00019134575268253684, y_pred = [9.9998868e-01 1.1379442e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.00015205144882202148, y_pred = [9.9999964e-01 4.0906298e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.00025472044944763184, y_pred = [1.0000000e+00 2.0466324e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.0013081253273412585, y_pred = [9.995371e-01 4.629095e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00018139183521270752, y_pred = [9.9999988e-01 1.7619996e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0002251267433166504, y_pred = [9.999994e-01 5.394483e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.00013528764247894287, y_pred = [9.9999905e-01 9.3320699e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.00045755505561828613, y_pred = [1.0000000e+00 2.3360505e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.00025306642055511475, y_pred = [1.0000000e+00 8.4421174e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.00042723119258880615, y_pred = [1.0000000e+00 1.0262613e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.049733687192201614, y_pred = [0.95187694 0.04812303], y_actual = tensor([1., 0.])
loss.mean() = 1.1150836944580078, y_pred = [0.32797852 0.6720215 ], y_actual = tensor([1., 0.])
loss.mean() = 0.8931758999824524, y_pred = [0.4095549 0.5904451], y_actual = tensor([1., 0.])
loss.mean() = 0.0022713455837219954, y_pred = [0.99882275 0.00117727], y_actual = tensor([1., 0.])
loss.mean() = 0.012817712500691414, y_pred = [0.9880332  0.01196689], y_actual = tensor([1., 0.])
loss.mean() = 0.06952662020921707, y_pred = [0.06220433 0.93779564], y_actual = tensor([0., 1.])
loss.mean() = 0.3690648674964905, y_pred = [0.30852103 0.69147897], y_actual = tensor([0., 1.])
loss.mean() = 0.19036951661109924, y_pred = [0.17292261 0.8270773 ], y_actual = tensor([0., 1.])
loss.mean() = 1.7078850269317627, y_pred = [0.818582 0.181418], y_actual = tensor([0., 1.])
loss.mean() = 0.757339596748352, y_pred = [0.53053635 0.46946365], y_actual = tensor([0., 1.])
loss.mean() = 0.0005084425210952759, y_pred = [9.9999976e-01 2.5803465e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0032152626663446426, y_pred = [0.00262696 0.997373  ], y_actual = tensor([0., 1.])
loss.mean() = 0.19458121061325073, y_pred = [0.17654508 0.8234549 ], y_actual = tensor([0., 1.])
loss.mean() = 4.865328311920166, y_pred = [0.992288 0.007712], y_actual = tensor([0., 1.])
loss.mean() = 0.6050238609313965, y_pred = [0.4537452  0.54625475], y_actual = tensor([0., 1.])
loss.mean() = 0.4422568678855896, y_pred = [0.35719362 0.6428064 ], y_actual = tensor([0., 1.])
loss.mean() = 2.3542094230651855, y_pred = [0.9049684  0.09503163], y_actual = tensor([0., 1.])
loss.mean() = 0.3385980427265167, y_pred = [0.2627744  0.73722553], y_actual = tensor([0., 1.])
loss.mean() = 1.748060703277588, y_pred = [0.82281685 0.17718318], y_actual = tensor([0., 1.])
loss.mean() = 3.545443534851074, y_pred = [0.97111446 0.02888552], y_actual = tensor([0., 1.])
loss.mean() = 1.0482523441314697, y_pred = [0.35094452 0.6490554 ], y_actual = tensor([1., 0.])
loss.mean() = 0.05831338092684746, y_pred = [0.94696844 0.0530316 ], y_actual = tensor([1., 0.])
loss.mean() = 0.0006404370069503784, y_pred = [1.0000000e+00 6.6462456e-27], y_actual = tensor([1., 0.])
loss.mean() = 0.00039055943489074707, y_pred = [1.0000000e+00 1.6900402e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.00019249320030212402, y_pred = [1.000000e+00 5.648808e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.008092076517641544, y_pred = [0.99219984 0.00780018], y_actual = tensor([1., 0.])
Epoch: 39, Total Loss: 20.384342193603516, Avg Loss: 0.5226754546165466
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch39.pth
Finished Training

Process finished with exit code 0
